"","lat","lon","yield"
"1",28.53453064,-99.97653961,4.487324722
"2",28.80751038,-99.94716644,5.656934756
"3",29.08090019,-99.91755676,6.280978638
"4",29.35470963,-99.88770294,9.50833641
"5",29.6289196,-99.85759735,11.87588904
"6",29.90353012,-99.8272171,18.65376576
"7",30.17852974,-99.79660034,23.13967128
"8",30.45392036,-99.76571655,6.381906579
"9",30.72970963,-99.73457336,2.492703649
"10",27.96385956,-99.72670746,1.096742378
"11",28.23586082,-99.69656372,1.865168247
"12",28.5082798,-99.66618347,1.842135475
"13",28.78111076,-99.63552856,6.086678339
"14",29.0543499,-99.60462952,9.161258085
"15",29.32799911,-99.57346344,10.52107587
"16",29.60205078,-99.54203796,13.65269496
"17",29.87651062,-99.51035309,15.62796587
"18",30.15135956,-99.47839355,20.03884287
"19",30.4265995,-99.44615936,20.04909345
"20",30.70222092,-99.41365051,17.08973044
"21",30.97822952,-99.38085938,13.09417564
"22",27.39438057,-99.48116302,0.025288197
"23",27.66537094,-99.45025635,0.498837969
"24",27.93679047,-99.41912079,0.459443223
"25",28.20862961,-99.3877182,1.883859384
"26",28.48089981,-99.35605621,2.939855232
"27",28.75357056,-99.3241272,8.096069126
"28",29.02664948,-99.29194641,9.845404949
"29",29.30014992,-99.25949097,8.793481819
"30",29.57403946,-99.22675323,10.73710911
"31",29.84833908,-99.19374084,16.04400177
"32",30.12302017,-99.1604538,14.81441211
"33",30.3980999,-99.12687683,14.81443946
"34",30.67355919,-99.09300995,12.7915219
"35",30.94940948,-99.05886078,9.812469889
"36",26.82612991,-99.23976135,1.780666092
"37",27.09610939,-99.20815277,2.907658988
"38",27.36651039,-99.17629242,2.605399928
"39",27.63735008,-99.14417267,0.883425626
"40",27.90860939,-99.11179352,0.985086786
"41",28.18029022,-99.07913208,1.678025087
"42",28.45239067,-99.04620361,5.014262861
"43",28.72489929,-99.01300812,7.174979832
"44",28.9978199,-98.97953033,11.72609333
"45",29.27115059,-98.94577789,10.57271038
"46",29.54487991,-98.91174316,12.26546467
"47",29.81900978,-98.87741089,16.21900162
"48",30.09351921,-98.8427887,16.1018394
"49",30.36842918,-98.80787659,14.42731505
"50",30.64372063,-98.7726593,11.00882726
"51",30.91939926,-98.73713684,9.741472192
"52",26.52812958,-98.97015381,3.127560916
"53",26.79750061,-98.93760681,2.52506684
"54",27.06731033,-98.90479279,3.216443053
"55",27.33754921,-98.87169647,4.556814186
"56",27.60821915,-98.83834839,6.420327385
"57",27.87932014,-98.80473328,5.742487109
"58",28.15082932,-98.77082062,8.820067614
"59",28.42276001,-98.7366333,8.264684118
"60",28.69510078,-98.7021637,17.22277807
"61",28.96784973,-98.66739655,14.07293947
"62",29.24101067,-98.63234711,12.89164907
"63",29.5145607,-98.59702301,15.69023018
"64",29.78852081,-98.56137085,17.38071454
"65",30.06286049,-98.52542877,17.83246404
"66",30.33758926,-98.48918152,13.24198747
"67",30.61271095,-98.45262146,11.17206738
"68",30.88820076,-98.4157486,10.48775823
"69",26.49858093,-98.66945648,3.846845283
"70",26.76778984,-98.63569641,3.872843254
"71",27.03742981,-98.60167694,5.370325375
"72",27.30750084,-98.56738281,6.265721435
"73",27.57798958,-98.53279877,7.937976553
"74",27.84892082,-98.49793243,12.08878284
"75",28.1202507,-98.46278381,11.49987458
"76",28.39200974,-98.42733765,23.68636601
"77",28.66418076,-98.39160156,13.88258421
"78",28.93675041,-98.3555603,13.84894772
"79",29.20973015,-98.31922913,13.69879905
"80",29.48311043,-98.28259277,14.82798698
"81",29.75687981,-98.24564362,15.24055508
"82",30.03104019,-98.20836639,16.45689768
"83",30.30558968,-98.17079163,14.89341214
"84",30.58053017,-98.13288116,11.86808644
"85",30.85582924,-98.0946579,11.27970161
"86",26.19935989,-98.40370178,4.530770657
"87",26.46796036,-98.36903381,4.865789986
"88",26.73698997,-98.33408356,10.08362562
"89",27.00646019,-98.29885101,22.82527776
"90",27.27635002,-98.26334381,10.4964605
"91",27.54667091,-98.22753143,17.75789209
"92",27.81740952,-98.19142914,28.07800724
"93",28.08856964,-98.15503693,24.26037174
"94",28.36014938,-98.11833954,19.27833031
"95",28.63212967,-98.08133698,16.98725307
"96",28.90452003,-98.04402924,17.05013681
"97",29.17731094,-98.00640869,15.0488342
"98",29.45050049,-97.96846771,14.65283345
"99",29.72409058,-97.9302063,14.33874039
"100",29.99806976,-97.89163208,15.09324305
"101",30.27243042,-97.85272217,14.83709242
"102",30.54717064,-97.81347656,14.1274326
"103",30.82229042,-97.77390289,13.10885141
"104",26.16785049,-98.10473633,7.597145483
"105",26.43626976,-98.06889343,8.600578102
"106",26.70511055,-98.03275299,5.620389995
"107",26.97439957,-97.99632263,23.72699266
"108",27.24411011,-97.9595871,11.01051595
"109",27.51424026,-97.92256165,26.62728156
"110",27.78479958,-97.88523102,27.81695388
"111",28.05577087,-97.84760284,24.29108967
"112",28.32715988,-97.80964661,23.39107065
"113",28.59896088,-97.77139282,21.50344494
"114",28.87116051,-97.73280334,18.14363553
"115",29.14376068,-97.69390106,16.96036436
"116",29.41675949,-97.65467834,15.30683386
"117",29.69016075,-97.61511993,13.51315463
"118",29.96393967,-97.57523346,13.27019572
"119",30.23810005,-97.5349884,14.07384714
"120",30.51264954,-97.49442291,14.59893187
"121",30.78757095,-97.45349121,13.26670027
"122",26.13526917,-97.80605316,6.367606377
"123",26.4034996,-97.76902008,6.883495251
"124",26.67215919,-97.73169708,6.756184904
"125",26.94125938,-97.69406891,6.259506093
"126",27.21077919,-97.65612793,24.96093228
"127",27.48072052,-97.6178894,29.4524537
"128",27.7510891,-97.57933044,28.4489149
"129",28.02186966,-97.54045868,28.61127611
"130",28.29306984,-97.50126648,26.37545921
"131",28.56465912,-97.46174622,22.55801736
"132",28.83666992,-97.42189789,19.93649518
"133",29.10907936,-97.3817215,19.31467798
"134",29.38187981,-97.34120178,19.37473049
"135",29.6550808,-97.30034637,16.16562729
"136",29.9286499,-97.25914764,14.87886423
"137",30.20261955,-97.21759796,12.39903648
"138",30.47695923,-97.1756897,11.5917221
"139",30.75168037,-97.13343048,14.39960203
"140",26.10162926,-97.5076828,24.11016789
"141",27.98686028,-97.23364258,0.009553474
"142",28.25786018,-97.19320679,29.00296284
"143",28.52924919,-97.15244293,25.94642699
"144",28.80105972,-97.11132813,24.62118165
"145",29.07325935,-97.06987762,23.93503493
"146",29.34585953,-97.0280838,20.89745129
"147",29.61885071,-96.9859314,18.56949889
"148",29.89221954,-96.94342804,16.89109959
"149",30.16597939,-96.90055847,12.65389706
"150",30.44010925,-96.85733032,13.89904585
"151",30.71462059,-96.81372833,15.75495512
"152",30.98950005,-96.76976013,20.34944176
"153",28.49272919,-96.84348297,32.50857297
"154",28.76432037,-96.80110931,30.40401647
"155",29.03631973,-96.75837708,26.47270632
"156",29.30870056,-96.71530914,24.1326706
"157",29.58148003,-96.67186737,21.91433895
"158",29.85463905,-96.62806702,17.66942636
"159",30.12817955,-96.58389282,17.47044573
"160",30.40210915,-96.53933716,16.17533607
"161",30.67638969,-96.49440765,19.68375673
"162",30.95105934,-96.44908905,24.45955746
"163",28.45508957,-96.53484344,31.40503636
"164",28.72647095,-96.4912262,35.66992002
"165",28.99824905,-96.44724274,31.16220426
"166",29.27042007,-96.40289307,26.97735792
"167",29.54298019,-96.35816956,24.05749753
"168",29.81591988,-96.3130722,21.63190958
"169",30.08923912,-96.26759338,21.81298854
"170",30.36293983,-96.22173309,22.3088918
"171",30.63699913,-96.17546844,25.53324714
"172",30.9114399,-96.12880707,26.52602478
"173",28.6875,-96.18171692,33.44567937
"174",28.95906067,-96.13646698,35.35132549
"175",29.2310009,-96.09085083,31.36185257
"176",29.50333977,-96.04485321,28.641389
"177",29.7760601,-95.99845886,29.97198356
"178",30.04915047,-95.95168304,27.17182849
"179",30.32262039,-95.90450287,27.23493131
"180",30.59645081,-95.85693359,27.66836991
"181",30.87066078,-95.80893707,30.79986021
"182",28.91875076,-95.82607269,33.57829866
"183",29.19046974,-95.77919006,35.83724879
"184",29.46257019,-95.73191071,34.97593638
"185",29.7350502,-95.68422699,33.77448244
"186",30.00790977,-95.6361618,35.97155271
